0,07:01,1,spices
0,07:02,1,checkout
0,07:02,2,drinks
0,07:03,2,drinks
0,07:03,3,spices
0,07:04,2,spices
0,07:04,3,checkout
0,07:04,4,fruit
0,07:05,2,dairy
0,07:05,4,fruit
0,07:05,5,dairy
0,07:06,2,dairy
0,07:06,4,spices
0,07:06,5,dairy
0,07:06,6,fruit
0,07:07,2,dairy
0,07:07,4,fruit
0,07:07,5,dairy
0,07:07,6,fruit
0,07:07,7,fruit
0,07:08,2,dairy
0,07:08,4,fruit
0,07:08,5,fruit
0,07:08,6,dairy
0,07:08,7,fruit
0,07:08,8,fruit
0,07:09,2,dairy
0,07:09,4,fruit
0,07:09,5,fruit
0,07:09,6,dairy
0,07:09,7,checkout
0,07:09,8,checkout
0,07:09,9,drinks
0,07:10,2,dairy
0,07:10,4,fruit
0,07:10,5,fruit
0,07:10,6,checkout
0,07:10,8,checkout
0,07:10,9,spices
0,07:10,10,fruit
0,07:11,2,dairy
0,07:11,4,fruit
0,07:11,5,checkout
0,07:11,8,checkout
0,07:11,9,spices
0,07:11,10,checkout
0,07:11,11,dairy
0,07:12,2,dairy
0,07:12,4,fruit
0,07:12,8,checkout
0,07:12,9,spices
0,07:12,11,dairy
0,07:12,12,dairy
0,07:13,2,dairy
0,07:13,4,fruit
0,07:13,9,spices
0,07:13,11,dairy
0,07:13,12,dairy
0,07:13,13,drinks
0,07:14,2,dairy
0,07:14,4,fruit
0,07:14,9,drinks
0,07:14,11,drinks
0,07:14,12,dairy
0,07:14,13,drinks
0,07:14,14,drinks
0,07:15,2,dairy
0,07:15,4,fruit
0,07:15,9,drinks
0,07:15,11,drinks
0,07:15,12,dairy
0,07:15,13,drinks
0,07:15,14,drinks
0,07:15,15,fruit
0,07:16,2,dairy
0,07:16,4,fruit
0,07:16,9,drinks
0,07:16,11,drinks
0,07:16,12,dairy
0,07:16,13,drinks
0,07:16,14,checkout
0,07:16,15,fruit
0,07:16,16,fruit
0,07:17,2,dairy
0,07:17,4,fruit
0,07:17,9,drinks
0,07:17,11,drinks
0,07:17,12,dairy
